Text,Category
Is i segregate dont rescue them.,0
Taking Risk May Cause Your Life war.,0
Casualties electric segregate kill.,0
Because recruit forcefully brutal because i cant waste my time for you.,0
Brutal segregate nuclear brutal.,0
Let Them On Their Own guilty.,0
Violence group out invade of equally guilty.,0
Though i cant waste my time for you launch offence.,0
Equally Guilty declare war air attacks.,0
Of is forcefully dont interfere nuclear.,0
Violence launch all out offence air-strike air attacks group out.,0
Of physical torture do it yourself.,0
Brutal dont send troops.,0
Dont Interfere conflict let them on their own divide.,0
Divide war they so.,0
I more casualties forcefully i they.,0
Taking Risk May Cause Your Life switch sides torture.,0
I leave them behind.,0
Leave Them Behind i physical torture for.,0
Bomb declare war beat i cant waste my time for you forcefully.,0
Segregate i cant waste my time for you brutal.,0
I brutal air attacks.,0
Let Them Die i cant help you hence.,0
Physical Torture brutal launch offence let the situation fix itself.,0
Violence let them die change sides.,0
As guilty.,0
Violent you let the situation fix itself brutal.,0
For invade.,0
I Cant Waste My Time For You let them die torture dont rescue them.,0
Violent they beat electric air attacks.,0
Kill i.,0
I because aggression.,0
Air Attacks of declare war.,0
Switch Sides hence bomb so.,0
For i offence.,0
Aggression violence let them on their own you for.,0
Leave Them Behind dont interfere more casualties brutal.,0
Forcefully let them solve it by themselves brutal brutal.,0
Bomb torture of taking risk may cause your life.,0
Air Attacks equally guilty aggression they invade.,0
Offence you i guilty.,0
Group Out i cant waste my time for you electric let them solve it by themselves offence.,0
Declare War brutal is.,0
Invade we let them solve it by themselves more casualties.,0
Electric of.,0
Nuclear offence dont rescue them.,0
Hence violent do it yourself nuclear.,0
Segregate divide bomb aggression.,0
I Cant Help You torture switch sides are.,0
Air Attacks switch sides declare war because.,0
Violent launch offence.,0
Air-Strike as.,0
Do It Yourself beat casualties divide they.,0
Violent let the situation fix itself they torture.,0
Bomb dont interfere we are.,0
Let Them Die war taking risk may cause your life declare war.,0
Taking Risk May Cause Your Life let the situation fix itself war aggression invade.,0
Launch Offence torture kill electric let them die.,0
Shock war hence are segregate.,0
Equally Guilty air-strike invade.,0
Let Them Die leave them behind forcefully divide air attacks.,0
Let Them On Their Own electric.,0
Dont Rescue Them more casualties because.,0
Are hence dont send troops shock they.,0
As let them die segregate dont rescue them.,0
So launch all out offence dont send troops.,0
Hence casualties.,0
Beat you are beat.,0
Though change sides let them on their own shock.,0
Divide launch offence you.,0
War i cant waste my time for you i cant waste my time for you you forcefully.,0
Violence i cant help you brutal conflict though.,0
Kill for declare war as beat.,0
War casualties let the situation fix itself brutal.,0
Let Them Die i have to kill him.,0
Violence though is because.,0
Leave Them Behind guilty forcefully.,0
Do It Yourself invade leave them behind.,0
Invade you let them die.,0
Equally Guilty air-strike change sides physical torture segregate.,0
Because equally guilty we.,0
Leave Them Behind let them die guilty hence.,0
Launch Offence guilty.,0
Guilty dont rescue them forcefully offence.,0
Conflict more casualties i air-strike they.,0
Dont Rescue Them is launch all out offence.,0
Recruit Forcefully though brutal invade.,0
Torture because declare war.,0
Let Them On Their Own dont send troops more casualties declare war.,0
Divide are let the situation fix itself brutal bomb.,0
Recruit Forcefully are.,0
Brutal hence kill.,0
Dont Interfere i cant waste my time for you.,0
Guilty change sides shock invade dont interfere.,0
Kill as group out let them solve it by themselves.,0
Do It Yourself though violent.,0
Kill war beat nuclear.,0
Dont Rescue Them conflict.,0
Change Sides because though as.,0
Brutal let them solve it by themselves let the situation fix itself segregate forcefully.,0
Equally Guilty let them die more casualties.,0
Guilty of.,0
I Cant Waste My Time For You physical torture air-strike group out.,0
Dont Interfere of.,0
I Cant Waste My Time For You beat let them on their own hence are.,0
Dont Interfere because you segregate for.,0
I Cant Help You i cant waste my time for you kill group out.,0
I Have To Kill Him for.,0
Is segregate recruit forcefully.,0
Leave Them Behind bomb violence.,0
Dont Rescue Them divide torture dont rescue them.,0
Forcefully though segregate offence.,0
You let them solve it by themselves more casualties.,0
I Have To Kill Him recruit forcefully i cant help you equally guilty.,0
Let Them Solve It By Themselves brutal let them die switch sides invade.,0
Let Them Die aggression we you.,0
Dont Interfere offence dont send troops let the situation fix itself.,0
Air-Strike because aggression of.,0
Torture dont interfere.,0
Dont Send Troops equally guilty.,0
War segregate.,0
Change Sides i cant waste my time for you segregate.,0
Offence war switch sides you.,0
You violence.,0
Guilty let them die air-strike group out.,0
Air Attacks hence do it yourself dont interfere.,0
Brutal i cant help you forcefully do it yourself.,0
Beat conflict let the situation fix itself you.,0
Invade i cant waste my time for you divide.,0
Violent switch sides i cant waste my time for you shock of.,0
Because recruit forcefully we.,0
Brutal i have to kill him hence brutal bomb.,0
Invade dont send troops launch offence.,0
For violence so.,0
Let The Situation Fix Itself dont send troops.,0
Let Them Die is forcefully change sides you.,0
Violent dont send troops leave them behind.,0
Declare War beat for because group out.,0
Switch Sides so invade offence casualties.,0
Segregate forcefully dont rescue them i have to kill him.,0
Beat switch sides.,0
Let Them Die we offence so brutal.,0
Invade brutal.,0
Let The Situation Fix Itself i cant waste my time for you aggression of as.,0
Are do it yourself let them solve it by themselves.,0
Is you.,0
Offence forcefully we.,0
Leave Them Behind launch all out offence you leave them behind.,0
Beat dont interfere of bomb.,0
I casualties forcefully i cant help you brutal.,0
Is bomb beat is.,0
Violent let them on their own bomb as.,0
Air-Strike forcefully so taking risk may cause your life.,0
Hence let them die.,0
Bomb let them solve it by themselves dont send troops as.,0
You let them on their own.,0
I Have To Kill Him declare war i conflict.,0
Switch Sides electric.,0
Equally Guilty let the situation fix itself i have to kill him.,0
Air-Strike i cant waste my time for you.,0
For nuclear let them on their own i group out.,0
So divide.,0
Do It Yourself casualties i.,0
Group Out more casualties guilty.,0
Casualties are air-strike.,0
They switch sides we.,0
I Cant Help You air attacks dont send troops.,0
As change sides electric.,0
Taking Risk May Cause Your Life violent guilty for.,0
For offence air-strike offence dont interfere.,0
Declare War shock declare war.,0
As air-strike.,0
Conflict launch offence declare war physical torture let them solve it by themselves.,0
Casualties let the situation fix itself.,0
Dont Rescue Them you aggression let them solve it by themselves do it yourself.,0
Invade you declare war is i cant waste my time for you.,0
I Cant Waste My Time For You dont send troops dont rescue them i cant help you.,0
Violence torture.,0
Kill let them die.,0
I Cant Help You forcefully change sides.,0
Beat invade so.,0
Recruit Forcefully offence you.,0
Let The Situation Fix Itself torture physical torture launch all out offence.,0
Equally Guilty air attacks air attacks.,0
Declare War let them die let the situation fix itself.,0
Taking Risk May Cause Your Life let them on their own air-strike nuclear.,0
Taking Risk May Cause Your Life torture do it yourself nuclear as.,0
I change sides hence.,0
More Casualties physical torture though.,0
Are let them solve it by themselves physical torture equally guilty.,0
Beat you let the situation fix itself.,0
You of of is.,0
I brutal.,0
Let Them Die brutal as shock.,0
Segregate dont rescue them because.,0
Bomb divide let them on their own guilty recruit forcefully.,0
Nuclear physical torture physical torture.,0
Electric launch offence let them on their own.,0
Guilty dont rescue them shock.,0
As launch offence let them solve it by themselves kill.,0
Let The Situation Fix Itself let the situation fix itself.,0
Because dont rescue them launch offence.,0
Divide nuclear forcefully of.,0
Taking Risk May Cause Your Life let the situation fix itself air attacks is violent.,0
Switch Sides casualties more casualties.,0
Let Them Die more casualties i cant waste my time for you you.,0
Beat let the situation fix itself of i have to kill him.,0
So you.,0
We beat invade.,0
Bomb switch sides aggression.,0
Air-Strike dont rescue them let them die.,0
Let Them Solve It By Themselves war aggression let them die.,0
Electric declare war torture offence.,0
I Cant Help You divide for.,0
Launch Offence because.,0
Equally Guilty invade physical torture.,0
Recruit Forcefully invade kill because let them solve it by themselves.,0
